,RGDPCAP,CNDOVY,CDOVY,CSOVY,GPDIOVY,INF,OPHNFB,PRS85006023,PRS85006173,CE16OV,CNP16OV,FFR,AAA,BAA,TB3MS,TB10Y,URATE,DTFPU,DTFP,SPNOM,GDPDEF,NOMCD,NOMCND,NOMCS,NOMGPDI,CPTCD,CPTCND,CPTCS,CPTGPDI,RGDP,COMPNFB,CAPUTIL,PIPC,WILL5000INDFC,CREDITCMR,RCCT,RICT
2014.5,50554,15.3,7.4,45.1,17,0.454,106.53,102.003,96.102,146752,248446,0.09,4.1167,4.74,0.0267,2.5,6.1,3.01,2.74,1975.953,109.187,3935,8269,25135,3098.992,4127,8183,23896,3007.338,17033.572,103.949,75.5852,0.412560063,87,11699.687,1021.890262,1001.954256
2014.75,50703,15.2,7.5,45.5,16.9,0.145,105.977,102.163,97.745,147597,249027,0.1,3.8767,4.74,0.0233,2.28,5.7,-0.17,0.81,2012.037,109.345,3972,8221,25459,3126.313,4199,8254,24098,3005.057,17113.945,105.012,75.8399,0.412942661,88.33,11926.252,1032.683383,1010.843633
2015,51025,14.7,7.5,45.7,17.3,-0.017,106.762,102.032,97.907,148175,250080,0.11,3.57,4.5,0.0267,1.97,5.5667,2.84,1.24,2063.457,109.326,3999,8044,25704,3216.78,4260,8308,24243,3096.866,17254.744,106.373,75.474,0.413766009,91.51,12174.415,1040.729393,1036.258707
2015.25,51284,14.7,7.6,45.6,17.1,0.538,107.112,101.825,97.987,148806,250663,0.1233,3.8967,4.8333,0.02,2.17,5.4,2.5,1.04,2102.03,109.916,4076,8145,25965,3225.947,4349,8348,24367,3112.431,17397.029,107.341,75.402,0.411026409,93.87,-999,1047.738013,1045.569172
2015.5,51389,14.8,7.6,45.8,17.1,0.336,107.429,101.687,97.661,148810,251325,0.1367,4.0867,5.2433,0.04,2.22,5.1,-0.5,-0.93,2026.14,110.286,4096,8207,26192,3229.621,4394,8412,24450,3102.676,17438.802,107.885,75.4895,0.408972047,90.63,-999,1054.520692,1049.516036
2015.75,51347,14.6,7.6,46.1,16.8,0.206,106.697,101.777,99.35,150135,251936,0.16,3.9933,5.42,0.1233,2.19,5,-2.51,-2.3,2053.17,110.513,4094,8132,26391,3175.536,4417,8439,24536,3056.879,17456.225,107.646,74.8844,0.407755262,91.11,-999,1060.270171,1040.435399
2016,51338,14.5,7.5,46.5,16.5,0.062,106.415,101.636,98.477,151229,252768,0.36,3.9267,5.3067,0.2867,1.92,4.9333,-0.08,-0.69,1948.323,110.582,4101,8081,26625,3142.104,4445,8499,24615,3042.889,17523.374,107.728,74.6518,0.405564114,86.05,-999,1066.360927,1038.078608
2016.25,51538,14.6,7.6,46.6,16.3,0.601,106.668,101.581,98.884,151164,253397,0.3733,3.59,4.6667,0.2567,1.75,4.8667,-1.16,-2.14,2074.993,111.249,4133,8209,26958,3152.169,4509,8567,24744,3035.19,17622.486,107.92,73.9666,0.402974273,92.54,-999,1074.411441,1042.332914
2016.5,51791,14.5,7.6,46.8,16.3,0.34,107.305,101.553,98.565,151815,254091,0.3967,3.3367,4.2567,0.2967,1.56,4.9333,3.99,3.8,2159.18,111.628,4191,8199,27260,3157.692,4613,8548,24840,3032.239,17706.705,108.485,73.9511,0.399935554,97.38,-999,1079.148566,1050.334313
2016.75,51916,14.6,7.6,46.9,16.5,0.502,107.618,101.249,96.577,152233,254742,0.45,3.81,4.64,0.43,2.13,4.7333,0.33,0.01,2184.88,112.19,4217,8257,27544,3227.585,4683,8544,24945,3091.661,17784.185,109.764,74.2109,0.397693595,99.38,-999,1084.649045,1068.252892
2017,51993,14.6,7.6,47,16.4,0.494,107.683,101.255,97.49,153064,254414,0.7,3.96,4.66,0.59,2.44,4.6667,1.08,0,2323.95,112.746,4231,8350,27756,3278.613,4697,8570,25013,3128.628,17863.023,111.032,74.6288,0.396158337,106.46,-999,1089.439093,1079.716295
2017.25,52300,14.5,7.6,47.1,16.5,0.251,108.142,101.6,97.057,153250,254957,0.95,3.8,4.4967,0.89,2.26,4.3333,0.59,1.36,2396.217,113.029,4279,8364,27994,3337.89,4788,8641,25076,3172.063,17995.15,111.405,75.1911,0.395388972,109.99,-999,1095.411494,1096.29949
2017.5,52605,14.5,7.6,46.8,16.7,0.516,108.849,101.479,96.797,154324,255562,1.1533,3.6533,4.3333,1.0367,2.24,4.3,2.92,2.35,2467.72,113.614,4325,8443,28176,3413.909,4869,8673,25113,3239.776,18120.843,112.81,74.8751,0.394010234,113.48,-999,1099.749627,1116.18311
2017.75,52879,14.6,7.7,46.8,16.7,0.58,108.943,101.551,96.721,154021,256109,1.2033,3.56,4.27,1.2067,2.37,4.1,-1.94,-1.14,2604.983,114.275,4422,8581,28535,3441.447,5006,8742,25226,3246.036,18223.758,113.361,75.8209,0.39100869,120.35,-999,1107.710725,1129.838994
